"TOPMAR (P)","Topmark","STATUS","Status","historic"
"TOPMAR (P)","Topmark","STATUS","Status","public"
"TOPMAR (P)","Topmark","STATUS","Status","synchronized"
"TOPMAR (P)","Topmark","STATUS","Status","watched"
"TOPMAR (P)","Topmark","STATUS","Status","un-watched"
"TOPMAR (P)","Topmark","STATUS","Status","existence doubtful"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","cone, point up"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","cone, point down"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","sphere"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","2 spheres"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","cylinder (can)"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","board"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","x-shape (St. Andrew’s cross)"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","upright cross (St George’s cross)"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","cube, point up"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","2 cones, point to point"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","2 cones, base to base"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","rhombus (diamond)"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","2 cones (points upward)"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","2 cones (points downward)"
"TOPMAR (P)","Topmark","TOPSHP","Topmark/daymark shape","besom, point up (broom or perch)"
